"reference_id","category","equipment","parameter","state","value_min","value_max","unit","reference_type","source_organization","source_document","publication_year","page","source_url","applicability","calculation_note","confidence"
"TARIFF_GENERAL_A_II_HV_B_I_OFF_PEAK_SUMMER","tariff","general_electricity","energy_rate","off_peak","88.8","88.8","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_B"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""summer"",""band"":""off_peak""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_B_I_OFF_PEAK_SPRING_AUTUMN","tariff","general_electricity","energy_rate","off_peak","88.8","88.8","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_B"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""spring_autumn"",""band"":""off_peak""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_B_I_OFF_PEAK_WINTER","tariff","general_electricity","energy_rate","off_peak","97.8","97.8","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_B"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""winter"",""band"":""off_peak""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_B_I_MID_LOAD_SUMMER","tariff","general_electricity","energy_rate","mid_load","137.4","137.4","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_B"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""summer"",""band"":""mid_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_B_I_MID_LOAD_SPRING_AUTUMN","tariff","general_electricity","energy_rate","mid_load","94.7","94.7","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_B"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""spring_autumn"",""band"":""mid_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_B_I_MID_LOAD_WINTER","tariff","general_electricity","energy_rate","mid_load","125.1","125.1","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_B"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""winter"",""band"":""mid_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_B_I_PEAK_LOAD_SUMMER","tariff","general_electricity","energy_rate","peak_load","153.8","153.8","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_B"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""summer"",""band"":""peak_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_B_I_PEAK_LOAD_SPRING_AUTUMN","tariff","general_electricity","energy_rate","peak_load","100.1","100.1","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_B"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""spring_autumn"",""band"":""peak_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_B_I_PEAK_LOAD_WINTER","tariff","general_electricity","energy_rate","peak_load","139.3","139.3","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_B"",""option"":""I"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""winter"",""band"":""peak_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_B_II_BASIC","tariff","general_electricity","basic_rate","monthly","8230","8230","KRW/kW/month","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_B"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true}","요금적용전력에 곱함. kWh 절감만으로 기본요금 절감 발생을 가정하지 않음.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_B_II_OFF_PEAK_SUMMER","tariff","general_electricity","energy_rate","off_peak","83.5","83.5","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_B"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""summer"",""band"":""off_peak""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_B_II_OFF_PEAK_SPRING_AUTUMN","tariff","general_electricity","energy_rate","off_peak","83.5","83.5","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_B"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""spring_autumn"",""band"":""off_peak""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_B_II_OFF_PEAK_WINTER","tariff","general_electricity","energy_rate","off_peak","92.5","92.5","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_B"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""winter"",""band"":""off_peak""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_B_II_MID_LOAD_SUMMER","tariff","general_electricity","energy_rate","mid_load","132.1","132.1","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_B"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""summer"",""band"":""mid_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_B_II_MID_LOAD_SPRING_AUTUMN","tariff","general_electricity","energy_rate","mid_load","89.4","89.4","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_B"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""spring_autumn"",""band"":""mid_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_B_II_MID_LOAD_WINTER","tariff","general_electricity","energy_rate","mid_load","119.8","119.8","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_B"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""winter"",""band"":""mid_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_B_II_PEAK_LOAD_SUMMER","tariff","general_electricity","energy_rate","peak_load","148.5","148.5","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_B"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""summer"",""band"":""peak_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_B_II_PEAK_LOAD_SPRING_AUTUMN","tariff","general_electricity","energy_rate","peak_load","94.8","94.8","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_B"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""spring_autumn"",""band"":""peak_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_B_II_PEAK_LOAD_WINTER","tariff","general_electricity","energy_rate","peak_load","134","134","KRW/kWh","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-06-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_B"",""option"":""II"",""region"":""KR"",""requires_asof_revalidation"":true,""season"":""winter"",""band"":""peak_load""}","전력량요금만. 기후환경·연료비·부가세·기금 미포함. 계절·시간대·기간별 구간을 분리.","VERIFIED_SOURCE"
"TARIFF_GENERAL_A_II_HV_A_III_BASIC","tariff","general_electricity","basic_rate","monthly","7170","7170","KRW/kW/month","OFFICIAL","기후에너지환경부 / 한국전력공사","소규모 자영업자 전기요금 선택권 확대 (2026-05-26) 붙임","2026","PDF 4 / 붙임","https://mcee.go.kr/home/file/readDownloadFile.do?fileId=324524&fileSeq=2","{""schema_version"":""1.0"",""evidence_class"":""OFFICIAL"",""value_semantics"":""tariff_rate"",""calculation_eligible"":true,""verified_as_of"":""2026-09-16"",""valid_from"":""2026-12-01"",""valid_to_exclusive"":null,""contract_type"":""GENERAL_A_II"",""voltage"":""HV_A"",""option"":""III"",""region"":""KR"",""requires_asof_revalidation"":true,""comparison_only_from"":""2026-06-01"",""comparison_only_to_exclusive"":""2026-12-01""}","요금적용전력에 곱함. kWh 절감만으로 기본요금 절감 발생을 가정하지 않음.","VERIFIED_SOURCE"
